airport￨root
one￨nummod way￨root
ci0￨compound airport￨root
ground￨root ci0￨punct
code￨compound al0￨root
ci0￨compound airport￨root
al0￨root fn0￨flat
describ￨root ap0￨flat
ground￨compound transport￨root ci0￨punct
ground￨compound transport￨root ci0￨punct
what￨root is￨cop sa￨appos
what￨nsubj is￨cop ap0￨root
what￨nsubj is￨cop ap0￨root
onli￨discourse show￨root al0￨punct
explain￨root restrict￨xcomp rc0￨punct
i￨nsubj would￨aux like￨root a￨det flight￨obj from￨case ci1￨nmod to￨case ci0￨obl
show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨nmod
i￨nsubj would￨aux like￨root a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
all￨det flight￨root from￨case ci1￨nmod to￨case ci0￨nmod on￨case mn0￨nmod dn0￨punct
show￨root me￨iobj the￨det even￨amod flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨det type￨obj of￨case ground￨compound transport￨nsubj is￨aux avail￨root in￨case ci0￨obl
da0￨compound or￨cc da1￨conj flight￨root between￨case ci0￨nmod and￨cc ci1￨conj al0￨punct
how￨advmod do￨aux you￨nsubj travel￨root from￨case ap0￨obl to￨case downtown￨obl ci0￨punct
what￨root is￨cop the￨det cheapest￨amod flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj the￨det lowest￨amod price￨obj from￨case ci0￨obl to￨case ci1￨obl
show￨root me￨iobj flight￨obj between￨case ci1￨nmod and￨cc ci0￨conj on￨case da0￨obl
i￨nsubj 'd￨aux like￨root to￨mark see￨xcomp flight￨obj from￨case ci0￨obl to￨case ci1￨obl
what￨det flight￨nsubj go￨root from￨case ci0￨obl to￨case ci1￨obl befor￨advmod ti0￨punct
flight￨nsubj inform￨root on￨case m￨compound n￨nummod 0￨nummod dn0￨obl from￨case ci1￨obl to￨case ci0￨obl
what￨root is￨cop the￨det last￨amod flight￨nsubj from￨case ci1￨nmod to￨case ci0￨nmod
what￨det type￨nsubj of￨case ground￨compound transport￨nsubj are￨cop there￨root to￨advmod ap0￨punct
show￨root me￨iobj ground￨compound transport￨obj in￨case ci0￨obl and￨cc in￨case ci1￨conj
list￨root all￨det flight￨obj from￨case ci1￨obl to￨case ci0￨obl on￨case da0￨nmod
what￨root is￨cop the￨det ground￨nsubj transport￨compound avail￨nsubj in￨case ci0￨nmod texa￨punct
list￨compound type￨root of￨case aircraft￨nmod that￨nsubj connect￨acl:relcl ci1￨obj and￨cc ci0￨conj
show￨root flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj on￨case mn0￨nmod dn0￨punct
how￨advmod much￨root is￨cop a￨det limousin￨nsubj between￨case ap0￨nmod and￨cc ci0￨conj
show￨root me￨iobj all￨det:predet the￨det flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj
flight￨root that￨nsubj go￨acl:relcl from￨case ci0￨obl to￨case ci1￨advcl on￨case da0￨nmod
ci1￨root to￨mark ci2￨xcomp pleas￨obj with￨case a￨det stopov￨obl in￨case ci0￨nmod
flight￨root from￨case ci0￨nmod to￨case ci1￨nmod between￨case ti0￨nmod and￨cc ti1￨conj
list￨root all￨det flight￨compound leav￨compound ci0￨obj on￨case al0￨obl on￨case da0￨obl
show￨root me￨iobj flight￨obj from￨case ci1￨nmod to￨case ci0￨compound da0￨obl even￨advmod
what￨root is￨cop first￨amod class￨compound fare￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj all￨det daili￨det flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj
pleas￨nsubj give￨root me￨iobj the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨root is￨cop the￨det cheapest￨amod fare￨nsubj between￨case ci1￨nmod and￨cc ci0￨conj
what￨root is￨cop the￨det cheapest￨amod fare￨nsubj from￨case ci1￨nmod to￨case ci0￨nmod
first￨amod flight￨root from￨case ci0￨nmod to￨case ci1￨nmod on￨case a￨det da0￨nmod
is￨root there￨nmod:poss ground￨nsubj transport￨nsubj from￨case ap0￨nmod to￨case downtown￨obl ci0￨punct
show￨root me￨iobj the￨det cheapest￨amod fare￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨det flight￨compound doe￨nsubj al0￨aux have￨root between￨case ci0￨obl and￨cc ci1￨conj
what￨root is￨cop the￨det earliest￨amod flight￨nsubj from￨case ci1￨nmod to￨case ci0￨nmod
what￨root are￨cop the￨det afternoon￨compound flight￨nsubj from￨case ci1￨nmod to￨case ci0￨nmod
show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl after￨advmod ti0￨punct
show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨nmod
what￨det flight￨compound doe￨nsubj al0￨aux have￨root between￨case ci1￨obl and￨cc ci0￨conj
show￨root me￨iobj all￨det:predet the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
pleas￨nsubj give￨root me￨iobj flight￨compound schedul￨obj from￨case ci0￨obl to￨case ci1￨obl
pleas￨nsubj list￨root the￨det afternoon￨compound flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨root is￨cop the￨det earliest￨amod flight￨nsubj between￨case ap0￨nmod and￨cc ap1￨conj
give￨root me￨iobj flight￨obj that￨nsubj arriv￨acl:relcl in￨case ci0￨obl from￨case ci1￨obl
what￨root is￨cop your￨nmod:poss cheapest￨amod flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj all￨det:predet the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
is￨root there￨nmod:poss transport￨nsubj from￨case the￨det ap0￨nmod to￨case downtown￨nmod ci0￨punct
can￨aux you￨nsubj show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨root are￨cop the￨det morn￨compound flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
what￨det a￨det flight￨root that￨nsubj goe￨acl:relcl from￨case ci0￨obl to￨case ci1￨obl
al0￨discourse fn0￨aux ci0￨root to￨mark ci1￨xcomp what￨obj is￨cop the￨det fare￨obj
what￨det flight￨nsubj go￨root from￨case ci0￨obl to￨case ci1￨obl da0￨compound morn￨obl
show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨nmod
no￨discourse i￨nsubj want￨root to￨mark go￨xcomp from￨case ci0￨obl to￨case ci1￨obl
show￨root me￨iobj a￨det list￨obj of￨case ground￨compound transport￨nmod at￨case ci0￨obl
what￨det flight￨compound doe￨nsubj al0￨aux have￨root from￨case ci0￨obl to￨case ci1￨obl
show￨root me￨iobj all￨det flight￨obj from￨case ci0￨nmod to￨case ap0￨obl nonstop￨advmod
what￨det type￨obj of￨case ground￨compound transport￨nsubj is￨aux avail￨root at￨case ap0￨obl
what￨root is￨cop the￨det latest￨amod flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨nmod:poss pleas￨obl
do￨aux you￨nsubj fli￨root a￨det ac0￨obj from￨case ci1￨obl to￨case ci0￨obl
show￨root flight￨obj from￨case ci0￨obl to￨case ci1￨obl on￨case da0￨compound morn￨obl
i￨nsubj would￨aux like￨root to￨mark fli￨xcomp to￨mark ci0￨xcomp from￨case ci1￨obl
what￨root is￨cop the￨det cheapest￨amod flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root flight￨obj from￨case ci1￨obl into￨case ci0￨det arriv￨obl after￨advmod ti0￨obl
what￨root are￨cop first￨amod class￨compound fare￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
what￨root are￨cop the￨det cost￨nsubj of￨case car￨compound rental￨nmod in￨case ci0￨nmod
show￨root me￨iobj the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl again￨advmod
i￨nsubj would￨aux like￨root a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
show￨root me￨iobj round￨amod trip￨obj from￨case ci1￨nmod to￨case ci0￨obl nonstop￨advmod
list￨root all￨det round￨amod trip￨compound fare￨obj from￨case ci0￨obl to￨case ci1￨obl
show￨root me￨iobj the￨det cheapest￨amod flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨det flight￨compound return￨root from￨case ci0￨nmod to￨case ci1￨nmod on￨case a￨det da0￨nmod
what￨det flight￨nsubj are￨cop there￨root from￨case ci0￨obl to￨mark ci1￨advcl on￨case al0￨obl
i￨nsubj need￨root a￨det flight￨obj from￨case ci1￨nmod to￨mark ci0￨advcl da0￨obj even￨advmod
show￨root me￨iobj flight￨obj between￨case ci0￨nmod citi￨flat and￨cc ci1￨conj on￨case da0￨obl
what￨det flight￨obj do￨aux you￨nsubj have￨root from￨case ci0￨obl to￨case ci1￨compound washington￨obl
i￨nsubj 'd￨aux like￨root to￨mark book￨xcomp a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨root are￨cop the￨det earli￨amod weekday￨compound flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root flight￨obj from￨case ci0￨obl to￨case ci1￨obl that￨det arriv￨obl:tmod befor￨advmod ti0￨punct
what￨root are￨cop the￨det flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨obl da0￨punct
what￨root is￨cop first￨amod flight￨nsubj after￨case ti0￨nmod from￨case ci0￨nmod for￨case ci1￨nmod
list￨compound flight￨root from￨case ci0￨nmod to￨case ci1￨nmod on￨case da0￨compound morn￨nmod nonstop￨advmod
all￨det flight￨compound ci0￨root to￨mark ci1￨acl on￨case da0￨compound arriv￨obl by￨case ti0￨obl
what￨root is￨cop the￨det fare￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨obl al0￨punct
are￨root there￨nmod:poss ani￨amod flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod to￨case ci2￨nmod
show￨root me￨iobj the￨det latest￨amod dinner￨compound flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
i￨nsubj need￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨mark ci1￨advcl this￨obj da0￨punct
flight￨root from￨case ci0￨nmod to￨case ci1￨compound arriv￨nmod between￨case ti0￨nmod and￨cc ti1￨conj
what￨obj do￨aux you￨nsubj have￨root tomorrow￨compound morn￨obl:tmod from￨case ci0￨obl to￨case ci1￨obl
flight￨root from￨case ci0￨nmod to￨case ci1￨nmod on￨case da0￨compound morn￨nmod on￨case al0￨nmod
what￨root is￨cop the￨det latest￨amod return￨compound flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
what￨det flight￨nsubj are￨cop there￨root from￨case ci0￨obl to￨mark ci1￨advcl on￨case da0￨obl
list￨root all￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl after￨case ti0￨obl da0￨punct
what￨root are￨cop the￨det flight￨nsubj from￨case ci1￨nmod to￨case ci0￨compound leav￨nmod tomorrow￨obl:tmod
what￨root is￨cop the￨det latest￨amod flight￨compound avail￨nsubj between￨case ci0￨nmod and￨cc ci1￨conj
show￨root me￨iobj first￨amod flight￨obj that￨nsubj arriv￨acl:relcl in￨case ci0￨obl from￨case ci1￨obl
what￨root are￨cop all￨det flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨obl da0￨punct
what￨root the￨det cheapest￨amod one￨nummod way￨compound flight￨nsubj from￨case ci1￨nmod to￨case ci0￨nmod
i￨nsubj 'd￨aux like￨root to￨mark see￨xcomp the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨root is￨cop first￨amod flight￨nsubj from￨case ci1￨nmod to￨case ci0￨nmod on￨case da0￨nmod
what￨det flight￨nsubj go￨root from￨case ci0￨obl to￨case ci1￨obl in￨case the￨det morn￨obl
show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨compound morn￨obl
i￨nsubj 'd￨aux like￨root flight￨nsubj inform￨xcomp from￨case ci0￨obl to￨case ci1￨obl on￨case da0￨nmod
i￨nsubj need￨root a￨det flight￨obj from￨case ci2￨nmod to￨mark ci1￨advcl via￨case ci0￨obl
could￨aux you￨nsubj give￨root me￨iobj a￨det flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj
list￨root all￨det al0￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨nmod
what￨root are￨cop all￨det flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨obl da0￨punct
i￨nsubj want￨root to￨mark fli￨xcomp ci1￨obj to￨mark ci0￨advcl on￨case mn0￨obl dn0￨punct
i￨nsubj 'd￨aux like￨root a￨det flight￨obj from￨case ci0￨nmod to￨mark ci1￨advcl on￨case da0￨obl
what￨root is￨cop the￨det price￨nsubj of￨case flight￨nmod from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj the￨det flight￨obj between￨case ci1￨nmod and￨cc ci0￨conj for￨case da0￨obl
is￨root there￨expl a￨det flight￨nsubj on￨case al0￨nmod from￨case ci0￨nmod to￨case ci1￨obl
show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case a￨det da0￨obl
i￨nsubj want￨root a￨det flight￨obj on￨case al0￨nmod from￨case ci1￨obl to￨case ci0￨obl
also￨advmod show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨nmod
display￨root all￨det flight￨obj from￨case ci0￨obl to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
i￨nsubj 'd￨aux like￨root to￨mark fli￨xcomp earli￨obj tomorrow￨obl:tmod from￨case ci0￨obl to￨case ci1￨obl
display￨root all￨det flight￨obj from￨case ci0￨obl to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
what￨root is￨cop the￨det fare￨nsubj for￨case flight￨nmod from￨case ci0￨nmod to￨case ci1￨nmod
i￨nsubj want￨root to￨mark go￨xcomp from￨case ci0￨obl to￨mark ci1￨advcl on￨case da0￨obl
flight￨root from￨case ci0￨nmod to￨case ci1￨nmod on￨case al0￨nmod on￨case da0￨compound morn￨nmod
i￨nsubj want￨root a￨det round￨amod trip￨compound fare￨obj from￨case ci0￨obl to￨case ci1￨obl
show￨root me￨iobj the￨det airlin￨obj that￨nsubj fli￨acl:relcl from￨case ci1￨obl to￨case ci0￨obl
what￨root the￨det cheapest￨amod round￨amod trip￨compound fare￨nsubj between￨case ci0￨nmod and￨cc ci1￨conj
how￨advmod can￨aux i￨nsubj go￨root from￨case ci1￨obl to￨case ci0￨obl late￨advmod tomorrow￨obl:tmod
what￨root is￨cop the￨det earliest￨amod departur￨compound time￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj all￨det flight￨obj and￨cc fare￨conj from￨case ci1￨obl to￨case ci0￨obl
is￨root there￨nmod:poss ground￨nsubj transport￨nsubj from￨case the￨det ap0￨nmod to￨case downtown￨nmod ci0￨punct
how￨advmod long￨root is￨cop a￨det trip￨nsubj from￨case ap0￨nmod to￨case downtown￨nmod ci0￨punct
is￨root there￨expl a￨det flight￨nsubj on￨case al0￨nmod from￨case ci0￨nmod to￨case ci1￨obl
pleas￨nsubj give￨root me￨iobj even￨advmod flight￨compound leav￨compound ci1￨obj to￨case ci0￨nmod da0￨punct
show￨root the￨det flight￨obj from￨case ci1￨nmod to￨case ci0￨obl again￨advmod on￨case da0￨obl
list￨root possibl￨amod round￨amod trip￨obj daili￨amod flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj
display￨root all￨det flight￨obj from￨case ci0￨obl to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
what￨det flight￨nsubj are￨cop there￨root from￨case ci0￨obl to￨mark ci1￨advcl on￨case da0￨obl
what￨obj the￨det lowest￨amod one￨nummod way￨nsubj fare￨root from￨case ci0￨obl to￨case ci1￨obl
what￨det flight￨nsubj leav￨root from￨case ci0￨obl to￨case ci1￨obl in￨case the￨det morn￨obl
display￨root all￨det flight￨obj from￨case ci1￨obl to￨case ci0￨obl on￨case mn0￨obl dn0￨punct
i￨nsubj 'd￨aux like￨root to￨mark make￨xcomp a￨det trip￨obj from￨case ci1￨nmod to￨case ci0￨obl
what￨root are￨cop all￨det flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨obl da0￨punct
what￨root are￨cop the￨det least￨nmod expens￨amod flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
what￨det flight￨nsubj are￨aux avail￨root from￨case ci0￨obl to￨mark ci1￨advcl on￨case da0￨obl
on￨case da0￨det dn0￨compound flight￨root from￨case ci1￨nmod to￨case ci0￨nmod on￨case al0￨nmod
daili￨compound flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod depart￨root ti0￨obj o'clock￨nummod pm￨obl:tmod
show￨root me￨iobj all￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨det one￨nummod way￨obl
show￨root me￨iobj flight￨obj from￨case ci0￨nmod to￨case ci1￨obl in￨case the￨det morn￨obl
show￨root me￨iobj citi￨compound serv￨obj both￨appos by￨case al0￨compound and￨cc al1￨conj intern￨obl
show￨root me￨iobj all￨det one￨nummod way￨compound fare￨obj from￨case ci0￨nmod to￨case ci1￨obl
show￨root me￨iobj the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨nmod
which￨det airlin￨compound fli￨root from￨case ci1￨nmod to￨case ci0￨nmod via￨case other￨amod citi￨nmod
i￨nsubj 'd￨aux like￨root to￨mark see￨xcomp the￨det flight￨obj from￨case ci1￨nmod to￨case ci0￨obl
what￨root are￨cop the￨det flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨obl da0￨punct
